Sold status,Final bid,Mileage,Primary Damage,Secondary Damage,Year,VIN,Condition,Auction,Lot number,Date of sale,Engine,Seller,Documents,Location,Estimated Retail Value,Estimated Repair Cost,Transmission,Body color,Drive,Fuel,Keys,Notes,URL,Car images
Sold,6300,76177 miles (Actual),Front End,Side,2019,5YFBURHE5KP906235,Run And Drive,Copart,44428191,24.07.2021,1.8L 4,Not specified,Ar - Cert Of Title-Salvage,Ar - Little Rock,13697,≈ 10108,Automatic,Silver,d Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9695464-toyota-corolla-l-2019-silver-18l-4-vin-5yfburhe5kp906235.html,{'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img5.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img8.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img7.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9695464-toyota-corolla-l-2019-silver-18l-4-vin-5yfburhe5kp906235.html;hToyota%20Corolla%20L%202019%20Silver%201.8L%204%20vin%3A%205YFBURHE5KP906235%20free%20car%20history;0.36700357619051605', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe5kp906235-img10.jpg'}
Sold,6200,36885 miles (Actual),Side,Not specified,2019,5YFBURHE7KP910304,Run And Drive,Copart,42194861,24.07.2021,1.8L 4,Not specified,Ca - Salvage Certificate,Ca - San Diego,16970,≈ 16970,Automatic,Blue,d Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9695431-toyota-corolla-l-2019-blue-18l-4-vin-5yfburhe7kp910304.html,{'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img5.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9695431-toyota-corolla-l-2019-blue-18l-4-vin-5yfburhe7kp910304.html;hToyota%20Corolla%20L%202019%20Blue%201.8L%204%20vin%3A%205YFBURHE7KP910304%20free%20car%20history;0.14610065241537518', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img10.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img8.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp910304-img2.jpg'}
Sold,8200,40995 miles (Actual),Side,Not specified,2019,5YFBURHE7KP885257,Run And Drive,Copart,33114901,23.07.2021,1.8L 4,Not specified,Ga - Cert Of Title-Salvage,Ga - Atlanta East,12645,≈ 6385,Automatic,Gray,d Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9695385-toyota-corolla-l-2019-gray-18l-4-vin-5yfburhe7kp885257.html,{'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9695385-toyota-corolla-l-2019-gray-18l-4-vin-5yfburhe7kp885257.html;hToyota%20Corolla%20L%202019%20Gray%201.8L%204%20vin%3A%205YFBURHE7KP885257%20free%20car%20history;0.09939374946400181', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img8.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img5.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/13/toyota-corolla-l-2019-5yfburhe7kp885257-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img10.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-l-2019-5yfburhe7kp885257-img1.jpg'}
Timed auction,8100,24104 miles (Actual),Left Front,Left Side,2019,JTNK4RBE9K3060849,Run and Drive,IAAI,29730750,24.07.2021,2.0L I4 DYNAMIC FORCE -INC,USAA,SALVAGE (Massachusetts),Templeton (MA),14868,≈ 10295,Unknown,Black,d Drive,Gasoline,Present,Not specified,https://en.bidfax.info/toyota/corolla/9695120-toyota-corolla-hatchback-se-xse-2019-black-20l-vin-jtnk4rbe9k3060849.html,{'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img8.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img9.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9695120-toyota-corolla-hatchback-se-xse-2019-black-20l-vin-jtnk4rbe9k3060849.html;hToyota%20Corolla%20Hatchback%20Se/Xse%202019%20Black%202.0L%20vin%3A%20JTNK4RBE9K3060849%20free%20car%20history;0.8030760774925548', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img10.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/25/toyota-corolla-hatchback-2019-jtnk4rbe9k3060849-img5.jpg'}
Sold,8700,18400 miles (Actual),Burn,Rear End,2019,2T1BURHE5KC125697,Run And Drive,Copart,56679410,23.07.2021,1.8L 4,Not specified,Nj - Cert Of Title-Salvage,Nj - Somerville,17279,≈ 17012,Automatic,White,d Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9694592-toyota-corolla-l-2019-white-18l-4-vin-2t1burhe5kc125697.html,{'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img5.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img1.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9694592-toyota-corolla-l-2019-white-18l-4-vin-2t1burhe5kc125697.html;hToyota%20Corolla%20L%202019%20White%201.8L%204%20vin%3A%202T1BURHE5KC125697%20free%20car%20history;0.7033019648769432', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img8.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe5kc125697-img10.jpg'}
Sold,2400,56617 miles (Actual),Front End,Minor Dent/Scratches,2019,5YFBURHE0KP884631,Enhanced Vehicles,Copart,48627141,22.07.2021,1.8L 4,Not specified,Mo - Junking Certificate,Co - Denver Central,16009,≈ 27748,Automatic,Gray,Front-Wheel Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9693116-toyota-corolla-l-2019-gray-18l-4-vin-5yfburhe0kp884631.html,{'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img5.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img10.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9693116-toyota-corolla-l-2019-gray-18l-4-vin-5yfburhe0kp884631.html;hToyota%20Corolla%20L%202019%20Gray%201.8L%204%20vin%3A%205YFBURHE0KP884631%20free%20car%20history;0.5753917489636765', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe0kp884631-img8.jpg'}
Sold,6900,32637 miles (Actual),Front End,Side,2019,2T1BURHE8KC156233,Run And Drive,Copart,47640351,23.07.2021,1.8L 4,Not specified,Pa - Certificate Of Salvage,Pa - Philadelphia,19507,≈ 13605,Automatic,Black,d Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9692341-toyota-corolla-l-2019-black-18l-4-vin-2t1burhe8kc156233.html,{'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img1.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9692341-toyota-corolla-l-2019-black-18l-4-vin-2t1burhe8kc156233.html;hToyota%20Corolla%20L%202019%20Black%201.8L%204%20vin%3A%202T1BURHE8KC156233%20free%20car%20history;0.36768329244271236', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img10.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img5.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe8kc156233-img8.jpg'}
Sold,3500,48299 miles (Actual),Front End,Rear End,2019,2T1BURHE7KC214171,Enhanced Vehicles,Copart,46596761,23.07.2021,1.8L 4,Not specified,Fl - Certificate Of Destruction,Fl - Tampa South,17250,≈ 18955,Automatic,Blue,Front-Wheel Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9691562-toyota-corolla-l-2019-blue-18l-4-vin-2t1burhe7kc214171.html,{'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img10.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img8.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9691562-toyota-corolla-l-2019-blue-18l-4-vin-2t1burhe7kc214171.html;hToyota%20Corolla%20L%202019%20Blue%201.8L%204%20vin%3A%202T1BURHE7KC214171%20free%20car%20history;0.4471887188121686', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe7kc214171-img5.jpg'}
Sold,7200,33800 miles (Actual),Front End,Not specified,2019,5YFBURHE6KP860043,Run And Drive,Copart,46158241,23.07.2021,1.8L 4,Not specified,Ca - Salvage Certificate,Ca - Vallejo,19097,≈ 11210,Automatic,Silver,d Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9691267-toyota-corolla-l-2019-silver-18l-4-vin-5yfburhe6kp860043.html,{'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img8.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img2.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img6.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img10.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-5yfburhe6kp860043-img5.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9691267-toyota-corolla-l-2019-silver-18l-4-vin-5yfburhe6kp860043.html;hToyota%20Corolla%20L%202019%20Silver%201.8L%204%20vin%3A%205YFBURHE6KP860043%20free%20car%20history;0.9658304702963115'}
Sold,6600,42833 miles (Actual),Side,Undercarriage,2019,2T1BURHE4KC135864,Run And Drive,Copart,43777351,23.07.2021,1.8L 4,Not specified,Az - Cert Of Title - Salvage,Az - Tucson,13094,≈ 7689,Automatic,White,d Drive,Gas,Yes,Not specified,https://en.bidfax.info/toyota/corolla/9689834-toyota-corolla-l-2019-white-18l-4-vin-2t1burhe4kc135864.html,{'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img3.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img5.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img10.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img1.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img8.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img7.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img9.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img2.jpg', 'https://counter.yadro.ru/hit?t45.11;rhttps%3A//en.bidfax.info/toyota/corolla/f/from-year%3D2019/to-year%3D2019/;s1920*1080*24;uhttps%3A//en.bidfax.info/toyota/corolla/9689834-toyota-corolla-l-2019-white-18l-4-vin-2t1burhe4kc135864.html;hToyota%20Corolla%20L%202019%20White%201.8L%204%20vin%3A%202T1BURHE4KC135864%20free%20car%20history;0.5053678484180477', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img4.jpg', 'https://bidfax.info/uploads/posts/2021-07/24/toyota-corolla-l-2019-2t1burhe4kc135864-img6.jpg'}
